target_id	gene_id
DAnjou_Chr2v0.1_03091.1	DAnjou_Chr2v0.1_03091
DAnjou_Chr2v0.1_03092.1	DAnjou_Chr2v0.1_03092
DAnjou_Chr2v0.1_03093.1	DAnjou_Chr2v0.1_03093
DAnjou_Chr2v0.1_03094.1	DAnjou_Chr2v0.1_03094
DAnjou_Chr2v0.1_03095.1	DAnjou_Chr2v0.1_03095
DAnjou_Chr11v0.1_27240.1	DAnjou_Chr11v0.1_27240
DAnjou_Chr2v0.1_03096.1	DAnjou_Chr2v0.1_03096
DAnjou_Chr2v0.1_03097.1	DAnjou_Chr2v0.1_03097
DAnjou_Chr2v0.1_03098.1	DAnjou_Chr2v0.1_03098
DAnjou_Chr2v0.1_03099.1	DAnjou_Chr2v0.1_03099
DAnjou_Chr2v0.1_03100.1	DAnjou_Chr2v0.1_03100
DAnjou_Chr3v0.1_05506.1	DAnjou_Chr3v0.1_05506
DAnjou_Chr2v0.1_03102.1	DAnjou_Chr2v0.1_03102
DAnjou_Chr3v0.1_05504.1	DAnjou_Chr3v0.1_05504
DAnjou_Chr2v0.1_03104.1	DAnjou_Chr2v0.1_03104
DAnjou_Chr2v0.1_03105.1	DAnjou_Chr2v0.1_03105
DAnjou_Chr2v0.1_03106.1	DAnjou_Chr2v0.1_03106
DAnjou_Chr2v0.1_03107.1	DAnjou_Chr2v0.1_03107
DAnjou_Chr2v0.1_03108.1	DAnjou_Chr2v0.1_03108
DAnjou_Chr2v0.1_03109.1	DAnjou_Chr2v0.1_03109
DAnjou_Chr2v0.1_03110.1	DAnjou_Chr2v0.1_03110
DAnjou_Chr2v0.1_03111.1	DAnjou_Chr2v0.1_03111
DAnjou_Chr2v0.1_03112.1	DAnjou_Chr2v0.1_03112
DAnjou_Chr2v0.1_03113.1	DAnjou_Chr2v0.1_03113
DAnjou_Chr2v0.1_03173.1	DAnjou_Chr2v0.1_03173
DAnjou_Chr2v0.1_03116.1	DAnjou_Chr2v0.1_03116
DAnjou_Chr2v0.1_03139.1	DAnjou_Chr2v0.1_03139
DAnjou_Chr2v0.1_03136.1	DAnjou_Chr2v0.1_03136
DAnjou_Chr2v0.1_03119.1	DAnjou_Chr2v0.1_03119
DAnjou_Chr2v0.1_03141.1	DAnjou_Chr2v0.1_03141
DAnjou_Chr2v0.1_03118.1	DAnjou_Chr2v0.1_03118
DAnjou_Chr2v0.1_03135.1	DAnjou_Chr2v0.1_03135
DAnjou_Chr2v0.1_03120.1	DAnjou_Chr2v0.1_03120
DAnjou_Chr2v0.1_03121.1	DAnjou_Chr2v0.1_03121
DAnjou_Chr2v0.1_03122.1	DAnjou_Chr2v0.1_03122
DAnjou_Chr2v0.1_03123.1	DAnjou_Chr2v0.1_03123
DAnjou_Chr2v0.1_03124.1	DAnjou_Chr2v0.1_03124
DAnjou_Chr2v0.1_03125.1	DAnjou_Chr2v0.1_03125
DAnjou_Chr2v0.1_03126.1	DAnjou_Chr2v0.1_03126
DAnjou_Chr2v0.1_03127.1	DAnjou_Chr2v0.1_03127
DAnjou_Chr2v0.1_03128.1	DAnjou_Chr2v0.1_03128
DAnjou_Chr2v0.1_03129.1	DAnjou_Chr2v0.1_03129
DAnjou_Chr2v0.1_03130.1	DAnjou_Chr2v0.1_03130
DAnjou_Chr2v0.1_03149.1	DAnjou_Chr2v0.1_03149
DAnjou_Chr2v0.1_03150.1	DAnjou_Chr2v0.1_03150
DAnjou_Chr2v0.1_03151.1	DAnjou_Chr2v0.1_03151
DAnjou_Chr2v0.1_03152.1	DAnjou_Chr2v0.1_03152
DAnjou_Chr2v0.1_03153.1	DAnjou_Chr2v0.1_03153
DAnjou_Chr2v0.1_03154.1	DAnjou_Chr2v0.1_03154
DAnjou_Chr2v0.1_03155.1	DAnjou_Chr2v0.1_03155
DAnjou_Chr2v0.1_03156.1	DAnjou_Chr2v0.1_03156
DAnjou_Chr2v0.1_03157.1	DAnjou_Chr2v0.1_03157
DAnjou_Chr2v0.1_03158.1	DAnjou_Chr2v0.1_03158
DAnjou_Chr2v0.1_03159.1	DAnjou_Chr2v0.1_03159
DAnjou_Chr2v0.1_03160.1	DAnjou_Chr2v0.1_03160
DAnjou_Chr2v0.1_03161.1	DAnjou_Chr2v0.1_03161
DAnjou_Chr2v0.1_03162.1	DAnjou_Chr2v0.1_03162
DAnjou_Chr2v0.1_03163.1	DAnjou_Chr2v0.1_03163
DAnjou_Chr2v0.1_03164.1	DAnjou_Chr2v0.1_03164
DAnjou_Chr2v0.1_03165.1	DAnjou_Chr2v0.1_03165
DAnjou_Chr2v0.1_03168.1	DAnjou_Chr2v0.1_03168
DAnjou_Chr2v0.1_03169.1	DAnjou_Chr2v0.1_03169
DAnjou_Chr2v0.1_03170.1	DAnjou_Chr2v0.1_03170
DAnjou_Chr2v0.1_03171.1	DAnjou_Chr2v0.1_03171
DAnjou_Chr2v0.1_03174.1	DAnjou_Chr2v0.1_03174
DAnjou_Chr2v0.1_03137.1	DAnjou_Chr2v0.1_03137
DAnjou_Chr2v0.1_03175.1	DAnjou_Chr2v0.1_03175
DAnjou_Chr2v0.1_03176.1	DAnjou_Chr2v0.1_03176
DAnjou_Chr15v0.1_36488.1	DAnjou_Chr15v0.1_36488
DAnjou_Chr2v0.1_03178.1	DAnjou_Chr2v0.1_03178
DAnjou_Chr2v0.1_03179.1	DAnjou_Chr2v0.1_03179
DAnjou_Chr2v0.1_03180.1	DAnjou_Chr2v0.1_03180
DAnjou_Chr2v0.1_03181.1	DAnjou_Chr2v0.1_03181
DAnjou_Chr2v0.1_03182.1	DAnjou_Chr2v0.1_03182
DAnjou_Chr2v0.1_03183.1	DAnjou_Chr2v0.1_03183
DAnjou_Chr2v0.1_03188.1	DAnjou_Chr2v0.1_03188
DAnjou_Chr2v0.1_03189.1	DAnjou_Chr2v0.1_03189
DAnjou_Chr2v0.1_03190.1	DAnjou_Chr2v0.1_03190
DAnjou_Chr11v0.1_27301.1	DAnjou_Chr11v0.1_27301
DAnjou_Chr2v0.1_03184.1	DAnjou_Chr2v0.1_03184
DAnjou_Chr2v0.1_03191.1	DAnjou_Chr2v0.1_03191
DAnjou_Chr2v0.1_03192.1	DAnjou_Chr2v0.1_03192
DAnjou_Chr2v0.1_03193.1	DAnjou_Chr2v0.1_03193
DAnjou_Chr2v0.1_03194.1	DAnjou_Chr2v0.1_03194
DAnjou_Chr2v0.1_03195.1	DAnjou_Chr2v0.1_03195
DAnjou_Chr2v0.1_03196.1	DAnjou_Chr2v0.1_03196
DAnjou_Chr2v0.1_03202.1	DAnjou_Chr2v0.1_03202
DAnjou_Chr2v0.1_03203.1	DAnjou_Chr2v0.1_03203
DAnjou_Chr2v0.1_03204.1	DAnjou_Chr2v0.1_03204
DAnjou_Chr2v0.1_03205.1	DAnjou_Chr2v0.1_03205
DAnjou_Chr2v0.1_03206.1	DAnjou_Chr2v0.1_03206
DAnjou_Chr2v0.1_03208.1	DAnjou_Chr2v0.1_03208
DAnjou_Chr2v0.1_03209.1	DAnjou_Chr2v0.1_03209
DAnjou_Chr2v0.1_03210.1	DAnjou_Chr2v0.1_03210
DAnjou_Chr2v0.1_03215.1	DAnjou_Chr2v0.1_03215
DAnjou_Chr2v0.1_03216.1	DAnjou_Chr2v0.1_03216
DAnjou_Chr2v0.1_03217.1	DAnjou_Chr2v0.1_03217
DAnjou_Chr2v0.1_03218.1	DAnjou_Chr2v0.1_03218
DAnjou_Chr2v0.1_03219.1	DAnjou_Chr2v0.1_03219
DAnjou_Chr2v0.1_03220.1	DAnjou_Chr2v0.1_03220
DAnjou_Chr2v0.1_03221.1	DAnjou_Chr2v0.1_03221
DAnjou_Chr7v0.1_16634.1	DAnjou_Chr7v0.1_16634
DAnjou_Chr2v0.1_03262.1	DAnjou_Chr2v0.1_03262
DAnjou_Chr2v0.1_03223.1	DAnjou_Chr2v0.1_03223
DAnjou_Chr2v0.1_03224.1	DAnjou_Chr2v0.1_03224
DAnjou_Chr2v0.1_03225.1	DAnjou_Chr2v0.1_03225
DAnjou_Chr2v0.1_03226.1	DAnjou_Chr2v0.1_03226
DAnjou_Chr2v0.1_03227.1	DAnjou_Chr2v0.1_03227
DAnjou_Chr2v0.1_03228.1	DAnjou_Chr2v0.1_03228
DAnjou_Chr2v0.1_03229.1	DAnjou_Chr2v0.1_03229
DAnjou_Chr2v0.1_03230.1	DAnjou_Chr2v0.1_03230
DAnjou_Chr2v0.1_03231.1	DAnjou_Chr2v0.1_03231
DAnjou_Chr2v0.1_03232.1	DAnjou_Chr2v0.1_03232
DAnjou_Chr2v0.1_03233.1	DAnjou_Chr2v0.1_03233
DAnjou_Chr2v0.1_03234.1	DAnjou_Chr2v0.1_03234
DAnjou_Chr2v0.1_03235.1	DAnjou_Chr2v0.1_03235
DAnjou_Chr2v0.1_03236.1	DAnjou_Chr2v0.1_03236
DAnjou_Chr2v0.1_03237.1	DAnjou_Chr2v0.1_03237
DAnjou_Chr2v0.1_03238.1	DAnjou_Chr2v0.1_03238
DAnjou_Chr2v0.1_03239.1	DAnjou_Chr2v0.1_03239
DAnjou_Chr2v0.1_03240.1	DAnjou_Chr2v0.1_03240
DAnjou_Chr2v0.1_03241.1	DAnjou_Chr2v0.1_03241
DAnjou_Chr2v0.1_03242.1	DAnjou_Chr2v0.1_03242
DAnjou_Chr2v0.1_03243.1	DAnjou_Chr2v0.1_03243
DAnjou_Chr2v0.1_03264.1	DAnjou_Chr2v0.1_03264
DAnjou_Chr2v0.1_03265.1	DAnjou_Chr2v0.1_03265
DAnjou_Chr2v0.1_03266.1	DAnjou_Chr2v0.1_03266
DAnjou_Chr2v0.1_03273.1	DAnjou_Chr2v0.1_03273
DAnjou_Chr2v0.1_03268.1	DAnjou_Chr2v0.1_03268
DAnjou_Chr2v0.1_03269.1	DAnjou_Chr2v0.1_03269
DAnjou_Chr2v0.1_03270.1	DAnjou_Chr2v0.1_03270
DAnjou_Chr2v0.1_03276.1	DAnjou_Chr2v0.1_03276
DAnjou_Chr2v0.1_03277.1	DAnjou_Chr2v0.1_03277
DAnjou_Chr2v0.1_03278.1	DAnjou_Chr2v0.1_03278
DAnjou_Chr2v0.1_03253.1	DAnjou_Chr2v0.1_03253
DAnjou_Chr2v0.1_03254.1	DAnjou_Chr2v0.1_03254
DAnjou_Chr2v0.1_03255.1	DAnjou_Chr2v0.1_03255
DAnjou_Chr2v0.1_03256.1	DAnjou_Chr2v0.1_03256
DAnjou_Chr2v0.1_03257.1	DAnjou_Chr2v0.1_03257
DAnjou_Chr2v0.1_03280.1	DAnjou_Chr2v0.1_03280
DAnjou_Chr11v0.1_27509.1	DAnjou_Chr11v0.1_27509
DAnjou_Chr2v0.1_03281.1	DAnjou_Chr2v0.1_03281
DAnjou_Chr2v0.1_03282.1	DAnjou_Chr2v0.1_03282
DAnjou_Chr2v0.1_03283.1	DAnjou_Chr2v0.1_03283
DAnjou_Chr2v0.1_03284.1	DAnjou_Chr2v0.1_03284
DAnjou_Chr2v0.1_03285.1	DAnjou_Chr2v0.1_03285
DAnjou_Chr2v0.1_03286.1	DAnjou_Chr2v0.1_03286
DAnjou_Chr2v0.1_03287.1	DAnjou_Chr2v0.1_03287
DAnjou_Chr2v0.1_03288.1	DAnjou_Chr2v0.1_03288
DAnjou_Chr2v0.1_03289.1	DAnjou_Chr2v0.1_03289
DAnjou_Chr2v0.1_03290.1	DAnjou_Chr2v0.1_03290
DAnjou_Chr2v0.1_03291.1	DAnjou_Chr2v0.1_03291
DAnjou_Chr2v0.1_03292.1	DAnjou_Chr2v0.1_03292
DAnjou_Chr2v0.1_03293.1	DAnjou_Chr2v0.1_03293
DAnjou_Chr2v0.1_03294.1	DAnjou_Chr2v0.1_03294
DAnjou_Chr2v0.1_03295.1	DAnjou_Chr2v0.1_03295
DAnjou_Chr2v0.1_03296.1	DAnjou_Chr2v0.1_03296
DAnjou_Chr2v0.1_03297.1	DAnjou_Chr2v0.1_03297
DAnjou_Chr2v0.1_03298.1	DAnjou_Chr2v0.1_03298
DAnjou_Chr2v0.1_03299.1	DAnjou_Chr2v0.1_03299
DAnjou_Chr2v0.1_03300.1	DAnjou_Chr2v0.1_03300
DAnjou_Chr2v0.1_03301.1	DAnjou_Chr2v0.1_03301
DAnjou_Chr2v0.1_03302.1	DAnjou_Chr2v0.1_03302
DAnjou_Chr2v0.1_03303.1	DAnjou_Chr2v0.1_03303
DAnjou_Chr2v0.1_03304.1	DAnjou_Chr2v0.1_03304
DAnjou_Chr2v0.1_03305.1	DAnjou_Chr2v0.1_03305
DAnjou_Chr10v0.1_24727.1	DAnjou_Chr10v0.1_24727
DAnjou_Chr10v0.1_24728.1	DAnjou_Chr10v0.1_24728
DAnjou_Chr10v0.1_24729.1	DAnjou_Chr10v0.1_24729
DAnjou_Chr10v0.1_24730.1	DAnjou_Chr10v0.1_24730
DAnjou_Chr2v0.1_03310.1	DAnjou_Chr2v0.1_03310
DAnjou_Chr2v0.1_03311.1	DAnjou_Chr2v0.1_03311
DAnjou_Chr2v0.1_03312.1	DAnjou_Chr2v0.1_03312
DAnjou_Chr2v0.1_03313.1	DAnjou_Chr2v0.1_03313
DAnjou_Chr2v0.1_03314.1	DAnjou_Chr2v0.1_03314
DAnjou_Chr2v0.1_03315.1	DAnjou_Chr2v0.1_03315
DAnjou_Chr2v0.1_03316.1	DAnjou_Chr2v0.1_03316
DAnjou_Chr2v0.1_03328.1	DAnjou_Chr2v0.1_03328
DAnjou_Chr2v0.1_03318.1	DAnjou_Chr2v0.1_03318
DAnjou_Chr2v0.1_03319.1	DAnjou_Chr2v0.1_03319
DAnjou_Chr2v0.1_03320.1	DAnjou_Chr2v0.1_03320
DAnjou_Chr2v0.1_03321.1	DAnjou_Chr2v0.1_03321
DAnjou_Chr2v0.1_03322.1	DAnjou_Chr2v0.1_03322
DAnjou_Chr2v0.1_03323.1	DAnjou_Chr2v0.1_03323
DAnjou_Chr2v0.1_03324.1	DAnjou_Chr2v0.1_03324
DAnjou_Chr2v0.1_03325.1	DAnjou_Chr2v0.1_03325
DAnjou_Chr2v0.1_03326.1	DAnjou_Chr2v0.1_03326
DAnjou_Chr2v0.1_03327.1	DAnjou_Chr2v0.1_03327
DAnjou_Chr2v0.1_03332.1	DAnjou_Chr2v0.1_03332
DAnjou_Chr2v0.1_03333.1	DAnjou_Chr2v0.1_03333
DAnjou_Chr2v0.1_03334.1	DAnjou_Chr2v0.1_03334
DAnjou_Chr2v0.1_03335.1	DAnjou_Chr2v0.1_03335
DAnjou_Chr2v0.1_03336.1	DAnjou_Chr2v0.1_03336
DAnjou_Chr2v0.1_03337.1	DAnjou_Chr2v0.1_03337
DAnjou_Chr2v0.1_03338.1	DAnjou_Chr2v0.1_03338
DAnjou_Chr2v0.1_03339.1	DAnjou_Chr2v0.1_03339
DAnjou_Chr2v0.1_03340.1	DAnjou_Chr2v0.1_03340
DAnjou_Chr2v0.1_03341.1	DAnjou_Chr2v0.1_03341
DAnjou_Chr2v0.1_03342.1	DAnjou_Chr2v0.1_03342
DAnjou_Chr2v0.1_03343.1	DAnjou_Chr2v0.1_03343
DAnjou_Chr2v0.1_03344.1	DAnjou_Chr2v0.1_03344
DAnjou_Chr2v0.1_03345.1	DAnjou_Chr2v0.1_03345
DAnjou_Chr2v0.1_03346.1	DAnjou_Chr2v0.1_03346
DAnjou_Chr2v0.1_03347.1	DAnjou_Chr2v0.1_03347
DAnjou_Chr2v0.1_03348.1	DAnjou_Chr2v0.1_03348
DAnjou_Chr2v0.1_03349.1	DAnjou_Chr2v0.1_03349
DAnjou_Chr2v0.1_03350.1	DAnjou_Chr2v0.1_03350
DAnjou_Chr2v0.1_03351.1	DAnjou_Chr2v0.1_03351
DAnjou_Chr2v0.1_03352.1	DAnjou_Chr2v0.1_03352
DAnjou_Chr2v0.1_03353.1	DAnjou_Chr2v0.1_03353
DAnjou_Chr2v0.1_03354.1	DAnjou_Chr2v0.1_03354
DAnjou_Chr2v0.1_03355.1	DAnjou_Chr2v0.1_03355
DAnjou_Chr2v0.1_03356.1	DAnjou_Chr2v0.1_03356
DAnjou_Chr2v0.1_03357.1	DAnjou_Chr2v0.1_03357
DAnjou_Chr2v0.1_03358.1	DAnjou_Chr2v0.1_03358
DAnjou_Chr2v0.1_03359.1	DAnjou_Chr2v0.1_03359
DAnjou_Chr2v0.1_03360.1	DAnjou_Chr2v0.1_03360
DAnjou_Chr2v0.1_03361.1	DAnjou_Chr2v0.1_03361
DAnjou_Chr2v0.1_03511.1	DAnjou_Chr2v0.1_03511
DAnjou_Chr2v0.1_03393.1	DAnjou_Chr2v0.1_03393
DAnjou_Chr2v0.1_03364.1	DAnjou_Chr2v0.1_03364
DAnjou_Chr2v0.1_03365.1	DAnjou_Chr2v0.1_03365
DAnjou_Chr2v0.1_03366.1	DAnjou_Chr2v0.1_03366
DAnjou_Chr2v0.1_03367.1	DAnjou_Chr2v0.1_03367
DAnjou_Chr2v0.1_03368.1	DAnjou_Chr2v0.1_03368
DAnjou_Chr2v0.1_03369.1	DAnjou_Chr2v0.1_03369
DAnjou_Chr2v0.1_03370.1	DAnjou_Chr2v0.1_03370
DAnjou_Chr2v0.1_03371.1	DAnjou_Chr2v0.1_03371
DAnjou_Chr2v0.1_03372.1	DAnjou_Chr2v0.1_03372
DAnjou_Chr2v0.1_03373.1	DAnjou_Chr2v0.1_03373
DAnjou_Chr2v0.1_03374.1	DAnjou_Chr2v0.1_03374
DAnjou_Chr2v0.1_03375.1	DAnjou_Chr2v0.1_03375
DAnjou_Chr2v0.1_03376.1	DAnjou_Chr2v0.1_03376
DAnjou_Chr2v0.1_03377.1	DAnjou_Chr2v0.1_03377
DAnjou_Chr2v0.1_03378.1	DAnjou_Chr2v0.1_03378
DAnjou_Chr2v0.1_03379.1	DAnjou_Chr2v0.1_03379
DAnjou_Chr2v0.1_03391.1	DAnjou_Chr2v0.1_03391
DAnjou_Chr2v0.1_03392.1	DAnjou_Chr2v0.1_03392
DAnjou_Chr1v0.1_00127.1	DAnjou_Chr1v0.1_00127
DAnjou_Chr2v0.1_03380.1	DAnjou_Chr2v0.1_03380
DAnjou_Chr2v0.1_03381.1	DAnjou_Chr2v0.1_03381
DAnjou_Chr2v0.1_03382.1	DAnjou_Chr2v0.1_03382
DAnjou_Chr2v0.1_03383.1	DAnjou_Chr2v0.1_03383
DAnjou_Chr2v0.1_03384.1	DAnjou_Chr2v0.1_03384
DAnjou_Chr2v0.1_03385.1	DAnjou_Chr2v0.1_03385
DAnjou_Chr2v0.1_03386.1	DAnjou_Chr2v0.1_03386
DAnjou_Chr2v0.1_03387.1	DAnjou_Chr2v0.1_03387
DAnjou_Chr2v0.1_03388.1	DAnjou_Chr2v0.1_03388
DAnjou_Chr2v0.1_03408.1	DAnjou_Chr2v0.1_03408
DAnjou_Chr2v0.1_03409.1	DAnjou_Chr2v0.1_03409
DAnjou_Chr2v0.1_03401.1	DAnjou_Chr2v0.1_03401
DAnjou_Chr2v0.1_03402.1	DAnjou_Chr2v0.1_03402
DAnjou_Chr2v0.1_03403.1	DAnjou_Chr2v0.1_03403
DAnjou_Chr8v0.1_20147.1	DAnjou_Chr8v0.1_20147
DAnjou_Chr2v0.1_03404.1	DAnjou_Chr2v0.1_03404
DAnjou_Chr2v0.1_03411.1	DAnjou_Chr2v0.1_03411
DAnjou_Chr2v0.1_03412.1	DAnjou_Chr2v0.1_03412
DAnjou_Chr2v0.1_03413.1	DAnjou_Chr2v0.1_03413
DAnjou_Chr2v0.1_03414.1	DAnjou_Chr2v0.1_03414
DAnjou_Chr2v0.1_03415.1	DAnjou_Chr2v0.1_03415
DAnjou_Chr2v0.1_03416.1	DAnjou_Chr2v0.1_03416
DAnjou_Chr2v0.1_03417.1	DAnjou_Chr2v0.1_03417
DAnjou_Chr2v0.1_03469.1	DAnjou_Chr2v0.1_03469
DAnjou_Chr2v0.1_03514.1	DAnjou_Chr2v0.1_03514
DAnjou_Chr2v0.1_03419.1	DAnjou_Chr2v0.1_03419
DAnjou_Chr2v0.1_03420.1	DAnjou_Chr2v0.1_03420
DAnjou_Chr2v0.1_03421.1	DAnjou_Chr2v0.1_03421
DAnjou_Chr2v0.1_03422.1	DAnjou_Chr2v0.1_03422
DAnjou_Chr2v0.1_03423.1	DAnjou_Chr2v0.1_03423
DAnjou_Chr2v0.1_03424.1	DAnjou_Chr2v0.1_03424
DAnjou_Chr2v0.1_03476.1	DAnjou_Chr2v0.1_03476
DAnjou_Chr2v0.1_03477.1	DAnjou_Chr2v0.1_03477
DAnjou_Chr2v0.1_03427.1	DAnjou_Chr2v0.1_03427
DAnjou_Chr2v0.1_03428.1	DAnjou_Chr2v0.1_03428
DAnjou_Chr2v0.1_03429.1	DAnjou_Chr2v0.1_03429
DAnjou_Chr2v0.1_03430.1	DAnjou_Chr2v0.1_03430
DAnjou_Chr2v0.1_03431.1	DAnjou_Chr2v0.1_03431
DAnjou_Chr2v0.1_03488.1	DAnjou_Chr2v0.1_03488
DAnjou_Chr2v0.1_03432.1	DAnjou_Chr2v0.1_03432
DAnjou_Chr2v0.1_03433.1	DAnjou_Chr2v0.1_03433
DAnjou_Chr2v0.1_03434.1	DAnjou_Chr2v0.1_03434
DAnjou_Chr2v0.1_03435.1	DAnjou_Chr2v0.1_03435
DAnjou_Chr2v0.1_03436.1	DAnjou_Chr2v0.1_03436
DAnjou_Chr2v0.1_03437.1	DAnjou_Chr2v0.1_03437
DAnjou_Chr2v0.1_03438.1	DAnjou_Chr2v0.1_03438
DAnjou_Chr2v0.1_03439.1	DAnjou_Chr2v0.1_03439
DAnjou_Chr2v0.1_03492.1	DAnjou_Chr2v0.1_03492
DAnjou_Chr2v0.1_03441.1	DAnjou_Chr2v0.1_03441
DAnjou_Chr2v0.1_03494.1	DAnjou_Chr2v0.1_03494
DAnjou_Chr2v0.1_03495.1	DAnjou_Chr2v0.1_03495
DAnjou_Chr2v0.1_03446.1	DAnjou_Chr2v0.1_03446
DAnjou_Chr2v0.1_03447.1	DAnjou_Chr2v0.1_03447
DAnjou_Chr2v0.1_03498.1	DAnjou_Chr2v0.1_03498
DAnjou_Chr2v0.1_03449.1	DAnjou_Chr2v0.1_03449
DAnjou_Chr2v0.1_03450.1	DAnjou_Chr2v0.1_03450
DAnjou_Chr2v0.1_03451.1	DAnjou_Chr2v0.1_03451
DAnjou_Chr2v0.1_03502.1	DAnjou_Chr2v0.1_03502
DAnjou_Chr2v0.1_03452.1	DAnjou_Chr2v0.1_03452
DAnjou_Chr2v0.1_03504.1	DAnjou_Chr2v0.1_03504
DAnjou_Chr2v0.1_03454.1	DAnjou_Chr2v0.1_03454
DAnjou_Chr2v0.1_03505.1	DAnjou_Chr2v0.1_03505
DAnjou_Chr2v0.1_03506.1	DAnjou_Chr2v0.1_03506
DAnjou_Chr2v0.1_03507.1	DAnjou_Chr2v0.1_03507
DAnjou_Chr2v0.1_03458.1	DAnjou_Chr2v0.1_03458
DAnjou_Chr2v0.1_03459.1	DAnjou_Chr2v0.1_03459
DAnjou_Chr2v0.1_03460.1	DAnjou_Chr2v0.1_03460
DAnjou_Chr2v0.1_03461.1	DAnjou_Chr2v0.1_03461
DAnjou_Chr2v0.1_03462.1	DAnjou_Chr2v0.1_03462
DAnjou_Chr2v0.1_03463.1	DAnjou_Chr2v0.1_03463
DAnjou_Chr2v0.1_03464.1	DAnjou_Chr2v0.1_03464
DAnjou_Chr2v0.1_03465.1	DAnjou_Chr2v0.1_03465
DAnjou_Chr2v0.1_03466.1	DAnjou_Chr2v0.1_03466
DAnjou_Chr2v0.1_03526.1	DAnjou_Chr2v0.1_03526
DAnjou_Chr2v0.1_03527.1	DAnjou_Chr2v0.1_03527
DAnjou_Chr2v0.1_03528.1	DAnjou_Chr2v0.1_03528
DAnjou_Chr2v0.1_03529.1	DAnjou_Chr2v0.1_03529
DAnjou_Chr2v0.1_03530.1	DAnjou_Chr2v0.1_03530
DAnjou_Chr2v0.1_03531.1	DAnjou_Chr2v0.1_03531
DAnjou_Chr2v0.1_03532.1	DAnjou_Chr2v0.1_03532
DAnjou_Chr2v0.1_03533.1	DAnjou_Chr2v0.1_03533
DAnjou_Chr2v0.1_03534.1	DAnjou_Chr2v0.1_03534
DAnjou_Chr2v0.1_03520.1	DAnjou_Chr2v0.1_03520
DAnjou_Chr2v0.1_03521.1	DAnjou_Chr2v0.1_03521
DAnjou_Chr2v0.1_03522.1	DAnjou_Chr2v0.1_03522
DAnjou_Chr2v0.1_03523.1	DAnjou_Chr2v0.1_03523
DAnjou_Chr2v0.1_03539.1	DAnjou_Chr2v0.1_03539
DAnjou_Chr2v0.1_03540.1	DAnjou_Chr2v0.1_03540
DAnjou_Chr2v0.1_03541.1	DAnjou_Chr2v0.1_03541
DAnjou_Chr2v0.1_03542.1	DAnjou_Chr2v0.1_03542
DAnjou_Chr2v0.1_03543.1	DAnjou_Chr2v0.1_03543
DAnjou_Chr2v0.1_03544.1	DAnjou_Chr2v0.1_03544
DAnjou_Chr2v0.1_03545.1	DAnjou_Chr2v0.1_03545
DAnjou_Chr2v0.1_03546.1	DAnjou_Chr2v0.1_03546
DAnjou_Chr2v0.1_03547.1	DAnjou_Chr2v0.1_03547
DAnjou_Chr2v0.1_03548.1	DAnjou_Chr2v0.1_03548
DAnjou_Chr2v0.1_03549.1	DAnjou_Chr2v0.1_03549
DAnjou_Chr2v0.1_03550.1	DAnjou_Chr2v0.1_03550
DAnjou_Chr2v0.1_03551.1	DAnjou_Chr2v0.1_03551
DAnjou_Chr2v0.1_03552.1	DAnjou_Chr2v0.1_03552
DAnjou_Chr2v0.1_03553.1	DAnjou_Chr2v0.1_03553
DAnjou_Chr2v0.1_03554.1	DAnjou_Chr2v0.1_03554
DAnjou_Chr2v0.1_03555.1	DAnjou_Chr2v0.1_03555
DAnjou_Chr2v0.1_03556.1	DAnjou_Chr2v0.1_03556
DAnjou_Chr2v0.1_03557.1	DAnjou_Chr2v0.1_03557
DAnjou_Chr2v0.1_03558.1	DAnjou_Chr2v0.1_03558
DAnjou_Chr2v0.1_03559.1	DAnjou_Chr2v0.1_03559
DAnjou_Chr2v0.1_03560.1	DAnjou_Chr2v0.1_03560
DAnjou_Chr2v0.1_03566.1	DAnjou_Chr2v0.1_03566
DAnjou_Chr2v0.1_03567.1	DAnjou_Chr2v0.1_03567
DAnjou_Chr2v0.1_03568.1	DAnjou_Chr2v0.1_03568
DAnjou_Chr2v0.1_03569.1	DAnjou_Chr2v0.1_03569
DAnjou_Chr2v0.1_03570.1	DAnjou_Chr2v0.1_03570
DAnjou_Chr2v0.1_03571.1	DAnjou_Chr2v0.1_03571
DAnjou_Chr2v0.1_03572.1	DAnjou_Chr2v0.1_03572
DAnjou_Chr2v0.1_03573.1	DAnjou_Chr2v0.1_03573
DAnjou_Chr2v0.1_03579.1	DAnjou_Chr2v0.1_03579
DAnjou_Chr2v0.1_03580.1	DAnjou_Chr2v0.1_03580
DAnjou_Chr2v0.1_03581.1	DAnjou_Chr2v0.1_03581
DAnjou_Chr2v0.1_03582.1	DAnjou_Chr2v0.1_03582
DAnjou_Chr12v0.1_31548.1	DAnjou_Chr12v0.1_31548
DAnjou_Chr2v0.1_03583.1	DAnjou_Chr2v0.1_03583
DAnjou_Chr2v0.1_03584.1	DAnjou_Chr2v0.1_03584
DAnjou_Chr2v0.1_03616.1	DAnjou_Chr2v0.1_03616
DAnjou_Chr2v0.1_03617.1	DAnjou_Chr2v0.1_03617
DAnjou_Chr2v0.1_03618.1	DAnjou_Chr2v0.1_03618
DAnjou_Chr2v0.1_03619.1	DAnjou_Chr2v0.1_03619
DAnjou_Chr2v0.1_03620.1	DAnjou_Chr2v0.1_03620
DAnjou_Chr2v0.1_03621.1	DAnjou_Chr2v0.1_03621
