target_id	gene_id
DAnjou_Chr15v0.1_39773.1	DAnjou_Chr15v0.1_39773
DAnjou_Chr7v0.1_15884.1	DAnjou_Chr7v0.1_15884
DAnjou_Chr7v0.1_15883.1	DAnjou_Chr7v0.1_15883
DAnjou_Chr7v0.1_15882.1	DAnjou_Chr7v0.1_15882
DAnjou_Chr7v0.1_15881.1	DAnjou_Chr7v0.1_15881
DAnjou_Chr7v0.1_15880.1	DAnjou_Chr7v0.1_15880
DAnjou_Chr7v0.1_15879.1	DAnjou_Chr7v0.1_15879
DAnjou_Chr7v0.1_15865.1	DAnjou_Chr7v0.1_15865
DAnjou_Chr7v0.1_15864.1	DAnjou_Chr7v0.1_15864
DAnjou_Chr2v0.1_04512.1	DAnjou_Chr2v0.1_04512
DAnjou_Chr7v0.1_15877.1	DAnjou_Chr7v0.1_15877
DAnjou_Chr7v0.1_15876.1	DAnjou_Chr7v0.1_15876
DAnjou_Chr7v0.1_15875.1	DAnjou_Chr7v0.1_15875
DAnjou_Chr7v0.1_15874.1	DAnjou_Chr7v0.1_15874
DAnjou_Chr7v0.1_15873.1	DAnjou_Chr7v0.1_15873
DAnjou_Chr7v0.1_15872.1	DAnjou_Chr7v0.1_15872
DAnjou_Chr7v0.1_15871.1	DAnjou_Chr7v0.1_15871
DAnjou_Chr7v0.1_15870.1	DAnjou_Chr7v0.1_15870
DAnjou_Chr7v0.1_15869.1	DAnjou_Chr7v0.1_15869
DAnjou_Chr7v0.1_15868.1	DAnjou_Chr7v0.1_15868
DAnjou_Chr7v0.1_15867.1	DAnjou_Chr7v0.1_15867
DAnjou_Chr8v0.1_18833.1	DAnjou_Chr8v0.1_18833
DAnjou_Chr8v0.1_18834.1	DAnjou_Chr8v0.1_18834
DAnjou_Chr8v0.1_18835.1	DAnjou_Chr8v0.1_18835
DAnjou_Chr8v0.1_18836.1	DAnjou_Chr8v0.1_18836
DAnjou_Chr8v0.1_18837.1	DAnjou_Chr8v0.1_18837
DAnjou_Chr8v0.1_18838.1	DAnjou_Chr8v0.1_18838
DAnjou_Chr8v0.1_18839.1	DAnjou_Chr8v0.1_18839
DAnjou_Chr8v0.1_18840.1	DAnjou_Chr8v0.1_18840
DAnjou_Chr8v0.1_18841.1	DAnjou_Chr8v0.1_18841
DAnjou_Chr8v0.1_18842.1	DAnjou_Chr8v0.1_18842
DAnjou_Chr8v0.1_18843.1	DAnjou_Chr8v0.1_18843
DAnjou_Chr8v0.1_18844.1	DAnjou_Chr8v0.1_18844
DAnjou_Chr8v0.1_18845.1	DAnjou_Chr8v0.1_18845
DAnjou_Chr8v0.1_18846.1	DAnjou_Chr8v0.1_18846
DAnjou_Chr8v0.1_18847.1	DAnjou_Chr8v0.1_18847
DAnjou_Chr8v0.1_18848.1	DAnjou_Chr8v0.1_18848
DAnjou_Chr8v0.1_18849.1	DAnjou_Chr8v0.1_18849
DAnjou_Chr8v0.1_18850.1	DAnjou_Chr8v0.1_18850
DAnjou_Chr8v0.1_18851.1	DAnjou_Chr8v0.1_18851
DAnjou_Chr8v0.1_18852.1	DAnjou_Chr8v0.1_18852
DAnjou_Chr8v0.1_18853.1	DAnjou_Chr8v0.1_18853
DAnjou_Chr8v0.1_18854.1	DAnjou_Chr8v0.1_18854
DAnjou_Chr8v0.1_18855.1	DAnjou_Chr8v0.1_18855
DAnjou_Chr8v0.1_18856.1	DAnjou_Chr8v0.1_18856
DAnjou_Chr8v0.1_18857.1	DAnjou_Chr8v0.1_18857
DAnjou_Chr8v0.1_18858.1	DAnjou_Chr8v0.1_18858
DAnjou_Chr8v0.1_18859.1	DAnjou_Chr8v0.1_18859
DAnjou_Chr8v0.1_18860.1	DAnjou_Chr8v0.1_18860
DAnjou_Chr8v0.1_18861.1	DAnjou_Chr8v0.1_18861
DAnjou_Chr8v0.1_18862.1	DAnjou_Chr8v0.1_18862
DAnjou_Chr8v0.1_18863.1	DAnjou_Chr8v0.1_18863
DAnjou_Chr8v0.1_18864.1	DAnjou_Chr8v0.1_18864
DAnjou_Chr8v0.1_18865.1	DAnjou_Chr8v0.1_18865
DAnjou_Chr8v0.1_18866.1	DAnjou_Chr8v0.1_18866
DAnjou_Chr8v0.1_18867.1	DAnjou_Chr8v0.1_18867
DAnjou_Chr8v0.1_18780.1	DAnjou_Chr8v0.1_18780
DAnjou_Chr8v0.1_18869.1	DAnjou_Chr8v0.1_18869
DAnjou_Chr8v0.1_18870.1	DAnjou_Chr8v0.1_18870
DAnjou_Chr8v0.1_18871.1	DAnjou_Chr8v0.1_18871
DAnjou_Chr8v0.1_18872.1	DAnjou_Chr8v0.1_18872
DAnjou_Chr8v0.1_18873.1	DAnjou_Chr8v0.1_18873
DAnjou_Chr8v0.1_18874.1	DAnjou_Chr8v0.1_18874
DAnjou_Chr8v0.1_18875.1	DAnjou_Chr8v0.1_18875
DAnjou_Chr8v0.1_18876.1	DAnjou_Chr8v0.1_18876
DAnjou_Chr8v0.1_18877.1	DAnjou_Chr8v0.1_18877
DAnjou_Chr8v0.1_18878.1	DAnjou_Chr8v0.1_18878
DAnjou_Chr8v0.1_18879.1	DAnjou_Chr8v0.1_18879
DAnjou_Chr8v0.1_18880.1	DAnjou_Chr8v0.1_18880
DAnjou_Chr8v0.1_18881.1	DAnjou_Chr8v0.1_18881
DAnjou_Chr8v0.1_18882.1	DAnjou_Chr8v0.1_18882
DAnjou_Chr8v0.1_18782.1	DAnjou_Chr8v0.1_18782
DAnjou_Chr8v0.1_18783.1	DAnjou_Chr8v0.1_18783
DAnjou_Chr8v0.1_18784.1	DAnjou_Chr8v0.1_18784
DAnjou_Chr8v0.1_18885.1	DAnjou_Chr8v0.1_18885
DAnjou_Chr8v0.1_18787.1	DAnjou_Chr8v0.1_18787
DAnjou_Chr8v0.1_18788.1	DAnjou_Chr8v0.1_18788
DAnjou_Chr8v0.1_18888.1	DAnjou_Chr8v0.1_18888
DAnjou_Chr16v0.1_42326.1	DAnjou_Chr16v0.1_42326
DAnjou_Chr8v0.1_18790.1	DAnjou_Chr8v0.1_18790
DAnjou_Chr8v0.1_18791.1	DAnjou_Chr8v0.1_18791
DAnjou_Chr8v0.1_18792.1	DAnjou_Chr8v0.1_18792
DAnjou_Chr8v0.1_18892.1	DAnjou_Chr8v0.1_18892
DAnjou_Chr8v0.1_18955.1	DAnjou_Chr8v0.1_18955
DAnjou_Chr8v0.1_18956.1	DAnjou_Chr8v0.1_18956
DAnjou_Chr8v0.1_18957.1	DAnjou_Chr8v0.1_18957
DAnjou_Chr8v0.1_18958.1	DAnjou_Chr8v0.1_18958
DAnjou_Chr8v0.1_18959.1	DAnjou_Chr8v0.1_18959
DAnjou_Chr8v0.1_18960.1	DAnjou_Chr8v0.1_18960
DAnjou_Chr8v0.1_18961.1	DAnjou_Chr8v0.1_18961
DAnjou_Chr8v0.1_18900.1	DAnjou_Chr8v0.1_18900
DAnjou_Chr8v0.1_18901.1	DAnjou_Chr8v0.1_18901
DAnjou_Chr8v0.1_18902.1	DAnjou_Chr8v0.1_18902
DAnjou_Chr8v0.1_18903.1	DAnjou_Chr8v0.1_18903
DAnjou_Chr8v0.1_18904.1	DAnjou_Chr8v0.1_18904
DAnjou_Chr8v0.1_18905.1	DAnjou_Chr8v0.1_18905
DAnjou_Chr8v0.1_18906.1	DAnjou_Chr8v0.1_18906
DAnjou_Chr8v0.1_18907.1	DAnjou_Chr8v0.1_18907
DAnjou_Chr8v0.1_18908.1	DAnjou_Chr8v0.1_18908
DAnjou_Chr8v0.1_18909.1	DAnjou_Chr8v0.1_18909
DAnjou_Chr8v0.1_18910.1	DAnjou_Chr8v0.1_18910
DAnjou_Chr8v0.1_18911.1	DAnjou_Chr8v0.1_18911
DAnjou_Chr8v0.1_18912.1	DAnjou_Chr8v0.1_18912
DAnjou_Chr8v0.1_18913.1	DAnjou_Chr8v0.1_18913
DAnjou_Chr8v0.1_18914.1	DAnjou_Chr8v0.1_18914
DAnjou_Chr8v0.1_18915.1	DAnjou_Chr8v0.1_18915
DAnjou_Chr8v0.1_18916.1	DAnjou_Chr8v0.1_18916
DAnjou_Chr8v0.1_18917.1	DAnjou_Chr8v0.1_18917
DAnjou_Chr8v0.1_18918.1	DAnjou_Chr8v0.1_18918
DAnjou_Chr8v0.1_18919.1	DAnjou_Chr8v0.1_18919
DAnjou_Chr8v0.1_18920.1	DAnjou_Chr8v0.1_18920
DAnjou_Chr8v0.1_18921.1	DAnjou_Chr8v0.1_18921
DAnjou_Chr8v0.1_18922.1	DAnjou_Chr8v0.1_18922
DAnjou_Chr8v0.1_18923.1	DAnjou_Chr8v0.1_18923
DAnjou_Chr8v0.1_18924.1	DAnjou_Chr8v0.1_18924
DAnjou_Chr8v0.1_18925.1	DAnjou_Chr8v0.1_18925
DAnjou_Chr8v0.1_18926.1	DAnjou_Chr8v0.1_18926
DAnjou_Chr8v0.1_18927.1	DAnjou_Chr8v0.1_18927
DAnjou_Chr8v0.1_18928.1	DAnjou_Chr8v0.1_18928
DAnjou_Chr8v0.1_18929.1	DAnjou_Chr8v0.1_18929
DAnjou_Chr8v0.1_18930.1	DAnjou_Chr8v0.1_18930
DAnjou_Chr8v0.1_18931.1	DAnjou_Chr8v0.1_18931
DAnjou_Chr8v0.1_18932.1	DAnjou_Chr8v0.1_18932
DAnjou_Chr8v0.1_18933.1	DAnjou_Chr8v0.1_18933
DAnjou_Chr8v0.1_18934.1	DAnjou_Chr8v0.1_18934
DAnjou_Chr8v0.1_18935.1	DAnjou_Chr8v0.1_18935
DAnjou_Chr8v0.1_18936.1	DAnjou_Chr8v0.1_18936
DAnjou_Chr8v0.1_18937.1	DAnjou_Chr8v0.1_18937
DAnjou_Chr8v0.1_18938.1	DAnjou_Chr8v0.1_18938
DAnjou_Chr8v0.1_18939.1	DAnjou_Chr8v0.1_18939
DAnjou_Chr8v0.1_18940.1	DAnjou_Chr8v0.1_18940
DAnjou_Chr8v0.1_18941.1	DAnjou_Chr8v0.1_18941
DAnjou_Chr8v0.1_18942.1	DAnjou_Chr8v0.1_18942
DAnjou_Chr8v0.1_18943.1	DAnjou_Chr8v0.1_18943
DAnjou_Chr8v0.1_18944.1	DAnjou_Chr8v0.1_18944
DAnjou_Chr17v0.1_44497.1	DAnjou_Chr17v0.1_44497
DAnjou_Chr8v0.1_18945.1	DAnjou_Chr8v0.1_18945
DAnjou_Chr8v0.1_18946.1	DAnjou_Chr8v0.1_18946
DAnjou_Chr8v0.1_18947.1	DAnjou_Chr8v0.1_18947
DAnjou_Chr8v0.1_18948.1	DAnjou_Chr8v0.1_18948
DAnjou_Chr8v0.1_18949.1	DAnjou_Chr8v0.1_18949
DAnjou_Chr8v0.1_18950.1	DAnjou_Chr8v0.1_18950
DAnjou_Chr8v0.1_18951.1	DAnjou_Chr8v0.1_18951
DAnjou_Chr8v0.1_18952.1	DAnjou_Chr8v0.1_18952
DAnjou_Chr8v0.1_20360.1	DAnjou_Chr8v0.1_20360
DAnjou_Chr8v0.1_18964.1	DAnjou_Chr8v0.1_18964
DAnjou_Chr8v0.1_18965.1	DAnjou_Chr8v0.1_18965
DAnjou_Chr8v0.1_18966.1	DAnjou_Chr8v0.1_18966
DAnjou_Chr8v0.1_18967.1	DAnjou_Chr8v0.1_18967
DAnjou_Chr8v0.1_18968.1	DAnjou_Chr8v0.1_18968
DAnjou_Chr8v0.1_18969.1	DAnjou_Chr8v0.1_18969
DAnjou_Chr8v0.1_18970.1	DAnjou_Chr8v0.1_18970
DAnjou_Chr8v0.1_18971.1	DAnjou_Chr8v0.1_18971
DAnjou_Chr8v0.1_18972.1	DAnjou_Chr8v0.1_18972
DAnjou_Chr8v0.1_18973.1	DAnjou_Chr8v0.1_18973
DAnjou_Chr8v0.1_18974.1	DAnjou_Chr8v0.1_18974
DAnjou_Chr8v0.1_18975.1	DAnjou_Chr8v0.1_18975
DAnjou_Chr8v0.1_18976.1	DAnjou_Chr8v0.1_18976
DAnjou_Chr8v0.1_18977.1	DAnjou_Chr8v0.1_18977
DAnjou_Chr8v0.1_18978.1	DAnjou_Chr8v0.1_18978
DAnjou_Chr8v0.1_18979.1	DAnjou_Chr8v0.1_18979
DAnjou_Chr8v0.1_18995.1	DAnjou_Chr8v0.1_18995
DAnjou_Chr8v0.1_18981.1	DAnjou_Chr8v0.1_18981
DAnjou_Chr8v0.1_18982.1	DAnjou_Chr8v0.1_18982
DAnjou_Chr8v0.1_18983.1	DAnjou_Chr8v0.1_18983
DAnjou_Chr8v0.1_18999.1	DAnjou_Chr8v0.1_18999
DAnjou_Chr8v0.1_19000.1	DAnjou_Chr8v0.1_19000
DAnjou_Chr8v0.1_18986.1	DAnjou_Chr8v0.1_18986
DAnjou_Chr8v0.1_18987.1	DAnjou_Chr8v0.1_18987
DAnjou_Chr8v0.1_18988.1	DAnjou_Chr8v0.1_18988
DAnjou_Chr8v0.1_18989.1	DAnjou_Chr8v0.1_18989
DAnjou_Chr8v0.1_18990.1	DAnjou_Chr8v0.1_18990
DAnjou_Chr8v0.1_18991.1	DAnjou_Chr8v0.1_18991
DAnjou_Chr8v0.1_18992.1	DAnjou_Chr8v0.1_18992
DAnjou_Chr8v0.1_19007.1	DAnjou_Chr8v0.1_19007
DAnjou_Chr8v0.1_19008.1	DAnjou_Chr8v0.1_19008
DAnjou_Chr8v0.1_19009.1	DAnjou_Chr8v0.1_19009
DAnjou_Chr8v0.1_19010.1	DAnjou_Chr8v0.1_19010
DAnjou_Chr8v0.1_19011.1	DAnjou_Chr8v0.1_19011
DAnjou_Chr8v0.1_19012.1	DAnjou_Chr8v0.1_19012
DAnjou_Chr8v0.1_19013.1	DAnjou_Chr8v0.1_19013
DAnjou_Chr8v0.1_19014.1	DAnjou_Chr8v0.1_19014
DAnjou_Chr8v0.1_19015.1	DAnjou_Chr8v0.1_19015
DAnjou_Chr8v0.1_19016.1	DAnjou_Chr8v0.1_19016
DAnjou_Chr8v0.1_19017.1	DAnjou_Chr8v0.1_19017
DAnjou_Chr8v0.1_19018.1	DAnjou_Chr8v0.1_19018
DAnjou_Chr8v0.1_19019.1	DAnjou_Chr8v0.1_19019
DAnjou_Chr8v0.1_19020.1	DAnjou_Chr8v0.1_19020
DAnjou_Chr8v0.1_19021.1	DAnjou_Chr8v0.1_19021
DAnjou_Chr8v0.1_19022.1	DAnjou_Chr8v0.1_19022
DAnjou_Chr8v0.1_19023.1	DAnjou_Chr8v0.1_19023
DAnjou_Chr8v0.1_19024.1	DAnjou_Chr8v0.1_19024
DAnjou_Chr8v0.1_19025.1	DAnjou_Chr8v0.1_19025
DAnjou_Chr8v0.1_19026.1	DAnjou_Chr8v0.1_19026
DAnjou_Chr8v0.1_19027.1	DAnjou_Chr8v0.1_19027
DAnjou_Chr8v0.1_19028.1	DAnjou_Chr8v0.1_19028
DAnjou_Chr8v0.1_19029.1	DAnjou_Chr8v0.1_19029
DAnjou_Chr8v0.1_19030.1	DAnjou_Chr8v0.1_19030
DAnjou_Chr8v0.1_19031.1	DAnjou_Chr8v0.1_19031
DAnjou_Chr8v0.1_19032.1	DAnjou_Chr8v0.1_19032
DAnjou_Chr8v0.1_19033.1	DAnjou_Chr8v0.1_19033
DAnjou_Chr8v0.1_19034.1	DAnjou_Chr8v0.1_19034
DAnjou_Chr8v0.1_19039.1	DAnjou_Chr8v0.1_19039
DAnjou_Chr8v0.1_19040.1	DAnjou_Chr8v0.1_19040
DAnjou_Chr8v0.1_19041.1	DAnjou_Chr8v0.1_19041
DAnjou_Chr8v0.1_19042.1	DAnjou_Chr8v0.1_19042
DAnjou_Chr8v0.1_19043.1	DAnjou_Chr8v0.1_19043
DAnjou_Chr8v0.1_19044.1	DAnjou_Chr8v0.1_19044
DAnjou_Chr8v0.1_19045.1	DAnjou_Chr8v0.1_19045
DAnjou_Chr8v0.1_19046.1	DAnjou_Chr8v0.1_19046
DAnjou_Chr8v0.1_19047.1	DAnjou_Chr8v0.1_19047
DAnjou_Chr8v0.1_19048.1	DAnjou_Chr8v0.1_19048
DAnjou_Chr8v0.1_19049.1	DAnjou_Chr8v0.1_19049
DAnjou_Chr8v0.1_19050.1	DAnjou_Chr8v0.1_19050
DAnjou_Chr8v0.1_19051.1	DAnjou_Chr8v0.1_19051
DAnjou_Chr8v0.1_19052.1	DAnjou_Chr8v0.1_19052
DAnjou_Chr8v0.1_19053.1	DAnjou_Chr8v0.1_19053
DAnjou_Chr8v0.1_19054.1	DAnjou_Chr8v0.1_19054
DAnjou_Chr8v0.1_19055.1	DAnjou_Chr8v0.1_19055
DAnjou_Chr8v0.1_19056.1	DAnjou_Chr8v0.1_19056
DAnjou_Chr8v0.1_19057.1	DAnjou_Chr8v0.1_19057
DAnjou_Chr8v0.1_19063.1	DAnjou_Chr8v0.1_19063
DAnjou_Chr8v0.1_19064.1	DAnjou_Chr8v0.1_19064
DAnjou_Chr8v0.1_19065.1	DAnjou_Chr8v0.1_19065
DAnjou_Chr8v0.1_19066.1	DAnjou_Chr8v0.1_19066
DAnjou_Chr8v0.1_19067.1	DAnjou_Chr8v0.1_19067
DAnjou_Chr8v0.1_19068.1	DAnjou_Chr8v0.1_19068
DAnjou_Chr8v0.1_19069.1	DAnjou_Chr8v0.1_19069
DAnjou_Chr8v0.1_19070.1	DAnjou_Chr8v0.1_19070
DAnjou_Chr8v0.1_19071.1	DAnjou_Chr8v0.1_19071
DAnjou_Chr8v0.1_19072.1	DAnjou_Chr8v0.1_19072
DAnjou_Chr8v0.1_19073.1	DAnjou_Chr8v0.1_19073
DAnjou_Chr8v0.1_19074.1	DAnjou_Chr8v0.1_19074
DAnjou_Chr8v0.1_19075.1	DAnjou_Chr8v0.1_19075
DAnjou_Chr8v0.1_19076.1	DAnjou_Chr8v0.1_19076
DAnjou_Chr8v0.1_19077.1	DAnjou_Chr8v0.1_19077
DAnjou_Chr8v0.1_19078.1	DAnjou_Chr8v0.1_19078
DAnjou_Chr8v0.1_19079.1	DAnjou_Chr8v0.1_19079
DAnjou_Chr8v0.1_19080.1	DAnjou_Chr8v0.1_19080
DAnjou_Chr8v0.1_19081.1	DAnjou_Chr8v0.1_19081
DAnjou_Chr8v0.1_19082.1	DAnjou_Chr8v0.1_19082
DAnjou_Chr8v0.1_19083.1	DAnjou_Chr8v0.1_19083
DAnjou_Chr8v0.1_19084.1	DAnjou_Chr8v0.1_19084
DAnjou_Chr8v0.1_19085.1	DAnjou_Chr8v0.1_19085
DAnjou_Chr8v0.1_19086.1	DAnjou_Chr8v0.1_19086
DAnjou_Chr8v0.1_19087.1	DAnjou_Chr8v0.1_19087
DAnjou_Chr8v0.1_19088.1	DAnjou_Chr8v0.1_19088
DAnjou_Chr8v0.1_19089.1	DAnjou_Chr8v0.1_19089
DAnjou_Chr8v0.1_19090.1	DAnjou_Chr8v0.1_19090
DAnjou_Chr8v0.1_19091.1	DAnjou_Chr8v0.1_19091
DAnjou_Chr8v0.1_19092.1	DAnjou_Chr8v0.1_19092
DAnjou_Chr8v0.1_19093.1	DAnjou_Chr8v0.1_19093
DAnjou_Chr8v0.1_19094.1	DAnjou_Chr8v0.1_19094
DAnjou_Chr8v0.1_19095.1	DAnjou_Chr8v0.1_19095
DAnjou_Chr8v0.1_19096.1	DAnjou_Chr8v0.1_19096
DAnjou_Chr8v0.1_19097.1	DAnjou_Chr8v0.1_19097
DAnjou_Chr8v0.1_19098.1	DAnjou_Chr8v0.1_19098
DAnjou_Chr1v0.1_00048.1	DAnjou_Chr1v0.1_00048
DAnjou_Chr8v0.1_19099.1	DAnjou_Chr8v0.1_19099
DAnjou_Chr8v0.1_19100.1	DAnjou_Chr8v0.1_19100
DAnjou_Chr8v0.1_19101.1	DAnjou_Chr8v0.1_19101
DAnjou_Chr8v0.1_19102.1	DAnjou_Chr8v0.1_19102
DAnjou_Chr8v0.1_19103.1	DAnjou_Chr8v0.1_19103
DAnjou_Chr8v0.1_19104.1	DAnjou_Chr8v0.1_19104
DAnjou_Chr8v0.1_19105.1	DAnjou_Chr8v0.1_19105
DAnjou_Chr8v0.1_19106.1	DAnjou_Chr8v0.1_19106
DAnjou_Chr8v0.1_19107.1	DAnjou_Chr8v0.1_19107
DAnjou_Chr8v0.1_19108.1	DAnjou_Chr8v0.1_19108
DAnjou_Chr8v0.1_19109.1	DAnjou_Chr8v0.1_19109
DAnjou_Chr8v0.1_19110.1	DAnjou_Chr8v0.1_19110
DAnjou_Chr8v0.1_19111.1	DAnjou_Chr8v0.1_19111
DAnjou_Chr8v0.1_19112.1	DAnjou_Chr8v0.1_19112
DAnjou_Chr8v0.1_19113.1	DAnjou_Chr8v0.1_19113
DAnjou_Chr15v0.1_39135.1	DAnjou_Chr15v0.1_39135
DAnjou_Chr8v0.1_19114.1	DAnjou_Chr8v0.1_19114
DAnjou_Chr8v0.1_19115.1	DAnjou_Chr8v0.1_19115
DAnjou_Chr8v0.1_19116.1	DAnjou_Chr8v0.1_19116
DAnjou_Chr8v0.1_19117.1	DAnjou_Chr8v0.1_19117
DAnjou_Chr8v0.1_19118.1	DAnjou_Chr8v0.1_19118
DAnjou_Chr8v0.1_19120.1	DAnjou_Chr8v0.1_19120
DAnjou_Chr8v0.1_19121.1	DAnjou_Chr8v0.1_19121
DAnjou_Chr8v0.1_19151.1	DAnjou_Chr8v0.1_19151
DAnjou_Chr8v0.1_19152.1	DAnjou_Chr8v0.1_19152
DAnjou_Chr8v0.1_19153.1	DAnjou_Chr8v0.1_19153
DAnjou_Chr8v0.1_19154.1	DAnjou_Chr8v0.1_19154
DAnjou_Chr8v0.1_19126.1	DAnjou_Chr8v0.1_19126
DAnjou_Chr8v0.1_19127.1	DAnjou_Chr8v0.1_19127
DAnjou_Chr8v0.1_19128.1	DAnjou_Chr8v0.1_19128
DAnjou_Chr8v0.1_19129.1	DAnjou_Chr8v0.1_19129
DAnjou_Chr8v0.1_19130.1	DAnjou_Chr8v0.1_19130
DAnjou_Chr8v0.1_19131.1	DAnjou_Chr8v0.1_19131
DAnjou_Chr8v0.1_19132.1	DAnjou_Chr8v0.1_19132
DAnjou_Chr8v0.1_19133.1	DAnjou_Chr8v0.1_19133
DAnjou_Chr8v0.1_19134.1	DAnjou_Chr8v0.1_19134
DAnjou_Chr8v0.1_19135.1	DAnjou_Chr8v0.1_19135
DAnjou_Chr8v0.1_19136.1	DAnjou_Chr8v0.1_19136
DAnjou_Chr8v0.1_19137.1	DAnjou_Chr8v0.1_19137
DAnjou_Chr8v0.1_19138.1	DAnjou_Chr8v0.1_19138
DAnjou_Chr8v0.1_19139.1	DAnjou_Chr8v0.1_19139
DAnjou_Chr8v0.1_19140.1	DAnjou_Chr8v0.1_19140
DAnjou_Chr8v0.1_19142.1	DAnjou_Chr8v0.1_19142
DAnjou_Chr8v0.1_19141.1	DAnjou_Chr8v0.1_19141
DAnjou_Chr8v0.1_19144.1	DAnjou_Chr8v0.1_19144
DAnjou_Chr8v0.1_19145.1	DAnjou_Chr8v0.1_19145
DAnjou_Chr8v0.1_19146.1	DAnjou_Chr8v0.1_19146
DAnjou_Chr8v0.1_19147.1	DAnjou_Chr8v0.1_19147
DAnjou_Chr8v0.1_19148.1	DAnjou_Chr8v0.1_19148
DAnjou_Chr8v0.1_19149.1	DAnjou_Chr8v0.1_19149
DAnjou_Chr8v0.1_19155.1	DAnjou_Chr8v0.1_19155
DAnjou_Chr8v0.1_19150.1	DAnjou_Chr8v0.1_19150
DAnjou_Chr17v0.1_43399.1	DAnjou_Chr17v0.1_43399
DAnjou_Chr8v0.1_19157.1	DAnjou_Chr8v0.1_19157
DAnjou_Chr8v0.1_19158.1	DAnjou_Chr8v0.1_19158
DAnjou_Chr8v0.1_19159.1	DAnjou_Chr8v0.1_19159
DAnjou_Chr8v0.1_19160.1	DAnjou_Chr8v0.1_19160
DAnjou_Chr8v0.1_19161.1	DAnjou_Chr8v0.1_19161
DAnjou_Chr8v0.1_19162.1	DAnjou_Chr8v0.1_19162
DAnjou_Chr8v0.1_19163.1	DAnjou_Chr8v0.1_19163
DAnjou_Chr8v0.1_19164.1	DAnjou_Chr8v0.1_19164
DAnjou_Chr8v0.1_19165.1	DAnjou_Chr8v0.1_19165
DAnjou_Chr8v0.1_19166.1	DAnjou_Chr8v0.1_19166
DAnjou_Chr8v0.1_19167.1	DAnjou_Chr8v0.1_19167
DAnjou_Chr8v0.1_19168.1	DAnjou_Chr8v0.1_19168
DAnjou_Chr8v0.1_19169.1	DAnjou_Chr8v0.1_19169
DAnjou_Chr8v0.1_19170.1	DAnjou_Chr8v0.1_19170
DAnjou_Chr8v0.1_19171.1	DAnjou_Chr8v0.1_19171
DAnjou_Chr8v0.1_19172.1	DAnjou_Chr8v0.1_19172
DAnjou_Chr8v0.1_19173.1	DAnjou_Chr8v0.1_19173
DAnjou_Chr8v0.1_19174.1	DAnjou_Chr8v0.1_19174
DAnjou_Chr8v0.1_19175.1	DAnjou_Chr8v0.1_19175
DAnjou_Chr8v0.1_19176.1	DAnjou_Chr8v0.1_19176
DAnjou_Chr8v0.1_19177.1	DAnjou_Chr8v0.1_19177
DAnjou_Chr8v0.1_19187.1	DAnjou_Chr8v0.1_19187
DAnjou_Chr8v0.1_19188.1	DAnjou_Chr8v0.1_19188
DAnjou_Chr8v0.1_19189.1	DAnjou_Chr8v0.1_19189
DAnjou_Chr8v0.1_19190.1	DAnjou_Chr8v0.1_19190
DAnjou_Chr8v0.1_19191.1	DAnjou_Chr8v0.1_19191
DAnjou_Chr8v0.1_19192.1	DAnjou_Chr8v0.1_19192
DAnjou_Chr8v0.1_19193.1	DAnjou_Chr8v0.1_19193
DAnjou_Chr8v0.1_19194.1	DAnjou_Chr8v0.1_19194
DAnjou_Chr8v0.1_19195.1	DAnjou_Chr8v0.1_19195
DAnjou_Chr8v0.1_19196.1	DAnjou_Chr8v0.1_19196
DAnjou_Chr8v0.1_19197.1	DAnjou_Chr8v0.1_19197
DAnjou_Chr8v0.1_19198.1	DAnjou_Chr8v0.1_19198
DAnjou_Chr8v0.1_19199.1	DAnjou_Chr8v0.1_19199
DAnjou_Chr8v0.1_19200.1	DAnjou_Chr8v0.1_19200
DAnjou_Chr8v0.1_19201.1	DAnjou_Chr8v0.1_19201
DAnjou_Chr8v0.1_19202.1	DAnjou_Chr8v0.1_19202
DAnjou_Chr8v0.1_19203.1	DAnjou_Chr8v0.1_19203
DAnjou_Chr8v0.1_19204.1	DAnjou_Chr8v0.1_19204
DAnjou_Chr8v0.1_19205.1	DAnjou_Chr8v0.1_19205
DAnjou_Chr8v0.1_19206.1	DAnjou_Chr8v0.1_19206
DAnjou_Chr8v0.1_19207.1	DAnjou_Chr8v0.1_19207
DAnjou_Chr8v0.1_19208.1	DAnjou_Chr8v0.1_19208
DAnjou_Chr8v0.1_19212.1	DAnjou_Chr8v0.1_19212
DAnjou_Chr8v0.1_19213.1	DAnjou_Chr8v0.1_19213
DAnjou_Chr8v0.1_19214.1	DAnjou_Chr8v0.1_19214
DAnjou_Chr8v0.1_19215.1	DAnjou_Chr8v0.1_19215
DAnjou_Chr8v0.1_19216.1	DAnjou_Chr8v0.1_19216
DAnjou_Chr8v0.1_19217.1	DAnjou_Chr8v0.1_19217
DAnjou_Chr8v0.1_19219.1	DAnjou_Chr8v0.1_19219
DAnjou_Chr8v0.1_19220.1	DAnjou_Chr8v0.1_19220
DAnjou_Chr8v0.1_19221.1	DAnjou_Chr8v0.1_19221
DAnjou_Chr8v0.1_19222.1	DAnjou_Chr8v0.1_19222
DAnjou_Chr8v0.1_19223.1	DAnjou_Chr8v0.1_19223
DAnjou_Chr8v0.1_19224.1	DAnjou_Chr8v0.1_19224
DAnjou_Chr6v0.1_15166.1	DAnjou_Chr6v0.1_15166
DAnjou_Chr8v0.1_19225.1	DAnjou_Chr8v0.1_19225
